Graph,Network_Density,Estrada_Normalized_Index,Clustering_Coefficient,TMH
scale_free235,0.00851063829787234,2.000000000000015,0.0,117.5
small_world235,0.008547008547008548,0.16837972168828663,0.0,2.523404255319149
